"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         241,      -6.578234381,      -4.218663543,      -5.461466064,      -2.174068661,      -4.445703477,       1.938174849
          0,           0,         242,      -6.578580021,      -4.219119996,      -5.461639488,      -2.174681311,      -4.446129532,       1.937588522
          0,           0,         243,      -6.578925585,      -4.219575861,      -5.461812985,      -2.175296112,        -4.4465558,       1.937002631
          0,           0,         244,      -6.579271086,      -4.220031175,      -5.461993601,      -2.175906645,      -4.446982326,       1.936416958
          0,           0,         245,      -6.579616389,      -4.220485593,      -5.462175182,      -2.176517298,      -4.447427107,       1.935832185
          0,           0,         246,      -6.579961596,      -4.220939505,      -5.462353935,       -2.17712697,      -4.447879573,        1.93524799
          0,           0,         247,      -6.580306846,      -4.221393111,      -5.462530005,      -2.177735845,      -4.448332029,       1.934663961
          0,           0,         248,      -6.580652124,      -4.221846367,      -5.462705785,      -2.178343189,        -4.4487845,       1.934079999
          0,           0,         249,      -6.580997265,      -4.222299261,      -5.462882192,      -2.178959446,      -4.449236984,       1.933495808
          0,           0,         250,      -6.581342404,      -4.222751917,      -5.463060858,      -2.179597427,       -4.44968948,        1.93290957
          0,           0,         251,      -6.581688445,      -4.223204072,      -5.463240906,       -2.18020872,      -4.450142021,       1.932321786
          0,           0,         252,      -6.582034789,      -4.223655719,      -5.463412935,      -2.180814657,      -4.450594617,       1.931736393
          0,           0,         253,       -6.58238062,      -4.224106798,      -5.463586816,      -2.181453603,      -4.451047265,        1.93115149
          0,           0,         254,      -6.582725824,      -4.224557803,      -5.463767824,      -2.182044782,      -4.451499935,        1.93056046
          0,           0,         255,      -6.583070832,      -4.225007877,      -5.463914974,      -2.182636571,      -4.451952654,       1.929962093
          0,           0,         256,      -6.583415525,      -4.225457411,      -5.464063986,       -2.18323961,       -4.45240543,       1.929367134
          0,           0,         257,      -6.583759627,      -4.225906484,      -5.464233547,      -2.183850078,      -4.452858275,       1.928785551
          0,           0,         258,        -6.5841031,      -4.226355073,      -5.464421245,      -2.184459585,      -4.453311198,       1.928202121
          0,           0,         259,      -6.584445966,      -4.226803156,      -5.464613757,      -2.185065223,      -4.453764193,       1.927623812
          0,           0,         260,      -6.584788331,      -4.227250799,      -5.464801853,      -2.185673961,      -4.454217215,       1.927053151
          0,           0,         261,      -6.585130504,      -4.227697988,      -5.464985698,      -2.186283156,      -4.454670258,       1.926478376
          0,           0,         262,      -6.585472752,      -4.228144657,      -5.465166667,      -2.186889016,      -4.455123363,       1.925900655
          0,           0,         263,      -6.585815068,      -4.228590867,      -5.465347048,      -2.187494966,      -4.455576489,       1.925322771
          0,           0,         264,      -6.586157443,      -4.229036731,      -5.465527307,      -2.188115402,      -4.456029645,       1.924744701
          0,           0,         265,       -6.58650006,      -4.229482154,      -5.465747192,      -2.188679165,      -4.456482836,       1.924163698
          0,           0,         266,      -6.586842336,      -4.229927148,      -5.465934848,      -2.189268143,       -4.45693601,       1.923581589
          0,           0,         267,      -6.587184042,      -4.230371622,      -5.466108917,      -2.189870841,      -4.457389205,       1.923004488
          0,           0,         268,      -6.587525371,      -4.230815456,      -5.466287797,      -2.190471051,      -4.457842464,       1.922434603
          0,           0,         269,      -6.587866328,      -4.231258615,      -5.466474374,      -2.191061708,       -4.45829579,       1.921869562
          0,           0,         270,       -6.58820685,      -4.231701261,      -5.466666871,      -2.191653425,      -4.458749196,       1.921306167
          0,           0,         271,      -6.588546899,      -4.232143372,      -5.466859587,      -2.192247614,      -4.459202683,       1.920743228
          0,           0,         272,      -6.588886634,      -4.232584978,      -5.467051277,      -2.192842955,      -4.459656253,       1.920180361
          0,           0,         273,      -6.589226233,      -4.233026074,      -5.467242229,      -2.193437568,      -4.460109898,       1.919617041
          0,           0,         274,      -6.589565758,      -4.233466653,      -5.467432875,      -2.194040587,      -4.460563623,       1.919052402
          0,           0,         275,      -6.589905453,      -4.233907075,       -5.46762776,      -2.194651414,      -4.461017427,        1.91848275
          0,           0,         276,      -6.590245954,      -4.234347002,      -5.467823314,      -2.195200453,      -4.461471306,       1.917904409
          0,           0,         277,       -6.59058618,      -4.234786323,      -5.467990699,      -2.195765666,      -4.461925266,       1.917323421
          0,           0,         278,      -6.590925228,       -4.23522506,      -5.468165196,      -2.196355692,      -4.462379325,       1.916750726
          0,           0,         279,      -6.591263241,      -4.235663215,      -5.468353687,      -2.196952732,      -4.462833483,       1.916188626
          0,           0,         280,      -6.591600788,      -4.236100828,      -5.468549313,      -2.197546787,      -4.463287746,       1.915632435
          0,           0,         281,      -6.591938271,      -4.236537922,      -5.468745377,      -2.198135589,      -4.463742105,       1.915077361
          0,           0,         282,      -6.592275694,      -4.236974475,      -5.468939178,       -2.19872018,      -4.464196558,       1.914520985
          0,           0,         283,      -6.592612939,      -4.237410515,      -5.469131588,      -2.199303349,      -4.464651077,       1.913962113
          0,           0,         284,      -6.592950145,       -4.23784607,      -5.469323201,      -2.199886215,      -4.465105673,       1.913401126
          0,           0,         285,      -6.593287336,      -4.238281131,      -5.469511958,      -2.200469211,      -4.465560374,       1.912840045
          0,           0,         286,      -6.593624473,       -4.23871576,      -5.469699511,      -2.201057587,      -4.466015176,       1.912279975
          0,           0,         287,      -6.593961547,      -4.239149968,      -5.469885717,       -2.20165165,      -4.466470058,       1.911716554
          0,           0,         288,      -6.594299508,      -4.239583481,      -5.470072628,      -2.202182858,      -4.466925052,       1.911143858
          0,           0,         289,      -6.594636582,      -4.240016387,       -5.47021814,      -2.202752127,      -4.467380169,       1.910570231
          0,           0,         290,      -6.594972543,      -4.240448912,      -5.470388477,      -2.203338163,      -4.467845987,       1.910008606
          0,           0,         291,      -6.595307898,      -4.240881161,      -5.470580673,      -2.203924853,      -4.468322188,       1.909460064
          0,           0,         292,      -6.595643024,      -4.241313347,      -5.470778457,      -2.204543658,      -4.468798313,       1.908915888
          0,           0,         293,      -6.595979526,      -4.241744923,      -5.470995511,       -2.20510093,      -4.469274385,       1.908364108
          0,           0,         294,       -6.59631644,      -4.242176015,      -5.471197096,       -2.20566101,      -4.469750409,       1.907800239
          0,           0,         295,      -6.596651434,      -4.242606479,      -5.471379388,      -2.206238352,      -4.470226322,       1.907234208
