"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1354,      -6.864803824,      -4.547896097,      -5.646029118,      -2.623844169,      -4.871750678,       1.529256379
          0,           0,        1355,      -6.864996013,      -4.548090485,      -5.646149675,      -2.624136378,      -4.871990275,       1.528999188
          0,           0,        1356,      -6.865188035,      -4.548284712,      -5.646269946,      -2.624428299,      -4.872230054,         1.5287425
          0,           0,        1357,      -6.865379921,      -4.548478832,      -5.646390078,      -2.624721608,      -4.872470012,       1.528485922
          0,           0,        1358,      -6.865571762,      -4.548672812,      -5.646510018,      -2.625014041,      -4.872710149,       1.528229238
          0,           0,        1359,      -6.865763573,      -4.548866658,      -5.646629872,      -2.625305906,      -4.872950467,        1.52797252
          0,           0,        1360,      -6.865955298,      -4.549060337,      -5.646749609,      -2.625595661,      -4.873190946,       1.527715749
          0,           0,        1361,      -6.866146844,      -4.549253836,      -5.646869498,      -2.625882578,      -4.873431534,       1.527458555
          0,           0,        1362,       -6.86633809,      -4.549447148,      -5.646989258,      -2.626168523,      -4.873672233,       1.527200398
          0,           0,        1363,      -6.866529026,      -4.549640322,      -5.647108288,      -2.626455754,      -4.873913079,       1.526941286
          0,           0,        1364,      -6.866719776,      -4.549833313,      -5.647226596,      -2.626743031,      -4.874154054,       1.526681947
          0,           0,        1365,      -6.866910386,      -4.550026138,       -5.64734522,      -2.627030552,      -4.874395174,       1.526423029
          0,           0,        1366,      -6.867100853,      -4.550218807,      -5.647464196,      -2.627317741,      -4.874636441,         1.5261647
          0,           0,        1367,      -6.867291171,      -4.550411386,      -5.647583476,      -2.627604526,      -4.874877837,       1.525906575
          0,           0,        1368,      -6.867481335,      -4.550603818,      -5.647702827,      -2.627891152,      -4.875119377,       1.525648364
          0,           0,        1369,      -6.867671357,      -4.550796094,      -5.647822093,      -2.628179083,      -4.875361073,       1.525390354
          0,           0,        1370,      -6.867861284,      -4.550988197,      -5.647941457,      -2.628467108,      -4.875602935,        1.52513287
          0,           0,        1371,      -6.868051135,      -4.551180141,      -5.648060854,      -2.628755175,      -4.875844955,        1.52487577
          0,           0,        1372,      -6.868240922,      -4.551371939,       -5.64818031,      -2.629043585,      -4.876087145,       1.524618993
          0,           0,        1373,      -6.868430675,      -4.551563589,      -5.648299647,       -2.62933192,      -4.876329497,       1.524362493
          0,           0,        1374,      -6.868620432,      -4.551755084,      -5.648418924,      -2.629618243,      -4.876571999,       1.524106185
          0,           0,        1375,      -6.868810141,      -4.551946424,      -5.648538036,      -2.629905158,      -4.876814641,       1.523850036
          0,           0,        1376,      -6.868999762,      -4.552137601,       -5.64865781,      -2.630191961,      -4.877057449,       1.523593834
          0,           0,        1377,      -6.869189266,      -4.552328625,        -5.6487777,      -2.630478868,      -4.877300431,       1.523337502
          0,           0,        1378,      -6.869378656,      -4.552519509,      -5.648896876,      -2.630766259,       -4.87754358,       1.523081329
          0,           0,        1379,      -6.869567981,      -4.552710236,      -5.649015543,      -2.631053319,        -4.8777869,       1.522825575
          0,           0,        1380,      -6.869757255,      -4.552900825,      -5.649134103,      -2.631340391,      -4.878030394,       1.522570165
          0,           0,        1381,      -6.869946447,      -4.553091254,      -5.649252741,      -2.631626248,       -4.87827406,        1.52231477
          0,           0,        1382,        -6.8701355,      -4.553281521,      -5.649371449,      -2.631912329,      -4.878517899,        1.52205912
          0,           0,        1383,      -6.870324433,      -4.553471626,      -5.649490246,      -2.632197334,      -4.878761887,       1.521803184
          0,           0,        1384,      -6.870513232,      -4.553661578,      -5.649608955,      -2.632483013,      -4.879006051,       1.521547167
          0,           0,        1385,      -6.870701928,      -4.553851385,      -5.649727439,      -2.632769588,      -4.879250394,       1.521291319
          0,           0,        1386,       -6.87089057,      -4.554041049,      -5.649845852,      -2.633056217,      -4.879494911,       1.521035634
          0,           0,        1387,      -6.871079151,      -4.554230557,       -5.64996423,       -2.63334097,      -4.879739585,       1.520779943
          0,           0,        1388,      -6.871267617,      -4.554419898,      -5.650082492,      -2.633623747,      -4.879984396,       1.520523986
          0,           0,        1389,      -6.871455926,      -4.554609092,      -5.650200314,      -2.633908918,      -4.880229386,        1.52026742
          0,           0,        1390,       -6.87164414,      -4.554798152,      -5.650317493,      -2.634195329,      -4.880474553,       1.520010271
          0,           0,        1391,      -6.871832309,      -4.554987066,      -5.650435165,      -2.634481556,      -4.880719897,       1.519753298
          0,           0,        1392,      -6.872020436,       -4.55517581,      -5.650553664,      -2.634764689,      -4.880965388,        1.51949713
          0,           0,        1393,      -6.872208406,      -4.555364414,      -5.650672278,      -2.635048847,      -4.881211055,       1.519241683
          0,           0,        1394,      -6.872396231,       -4.55555289,      -5.650790641,      -2.635334751,      -4.881456903,       1.518986725
          0,           0,        1395,      -6.872584016,      -4.555741231,      -5.650908831,      -2.635620965,      -4.881702934,       1.518731884
          0,           0,        1396,      -6.872771806,       -4.55592944,      -5.651026983,      -2.635906927,      -4.881949149,       1.518476931
          0,           0,        1397,      -6.872959617,      -4.556117518,      -5.651145048,       -2.63619232,      -4.882195537,       1.518221935
          0,           0,        1398,      -6.873147431,      -4.556305498,      -5.651263021,      -2.636473792,      -4.882443046,        1.51796693
          0,           0,        1399,      -6.873335169,      -4.556493375,      -5.651381235,      -2.636755905,      -4.882691186,       1.517712062
          0,           0,        1400,      -6.873522846,      -4.556681111,      -5.651499465,      -2.637040344,      -4.882939477,       1.517457482
          0,           0,        1401,      -6.873710529,      -4.556868703,      -5.651617498,      -2.637325259,       -4.88318793,       1.517203184
          0,           0,        1402,      -6.873898189,      -4.557056163,      -5.651735342,      -2.637610177,      -4.883436537,       1.516949037
          0,           0,        1403,      -6.874085781,      -4.557243485,      -5.651853014,      -2.637895126,      -4.883685312,       1.516694911
          0,           0,        1404,      -6.874273291,      -4.557430745,      -5.651970629,      -2.638181033,      -4.883934255,       1.516440662
          0,           0,        1405,      -6.874460777,      -4.557617911,      -5.652088212,      -2.638466633,      -4.884183368,       1.516186234
          0,           0,        1406,       -6.87464826,      -4.557804909,      -5.652205782,      -2.638751688,      -4.884432627,       1.515931514
          0,           0,        1407,      -6.874835707,      -4.557991732,      -5.652323498,      -2.639035801,      -4.884682058,       1.515676482
          0,           0,        1408,      -6.875023061,      -4.558178364,      -5.652441096,      -2.639318999,       -4.88493164,       1.515421459
          0,           0,        1409,      -6.875210256,      -4.558364807,      -5.652558586,      -2.639598963,      -4.885181306,       1.515166206
          0,           0,        1410,      -6.875397222,      -4.558551077,      -5.652675753,       -2.63987885,      -4.885431104,       1.514910789
          0,           0,        1411,      -6.875583973,      -4.558737138,      -5.652792672,      -2.640156785,      -4.885680979,       1.514655644
          0,           0,        1412,      -6.875770441,      -4.558923019,      -5.652909774,      -2.640434869,      -4.885930971,       1.514400954
          0,           0,        1413,      -6.875956627,      -4.559108749,      -5.653026791,      -2.640715759,      -4.886181101,       1.514147108
          0,           0,        1414,      -6.876142663,      -4.559294332,      -5.653143742,       -2.64099849,      -4.886431381,       1.513894111
          0,           0,        1415,      -6.876328659,      -4.559479772,      -5.653260809,       -2.64128126,      -4.886681798,       1.513641681
          0,           0,        1416,      -6.876514657,      -4.559665065,      -5.653377927,      -2.641563517,      -4.886932355,       1.513389469
          0,           0,        1417,      -6.876700639,      -4.559850229,      -5.653495262,      -2.641847004,      -4.887183044,       1.513137116
          0,           0,        1418,      -6.876886609,      -4.560035232,      -5.653612571,      -2.642128915,       -4.88743388,       1.512884419
          0,           0,        1419,      -6.877072535,      -4.560220061,      -5.653729882,      -2.642408788,      -4.887684873,       1.512631254
          0,           0,        1420,      -6.877258379,      -4.560404744,      -5.653846666,      -2.642689759,      -4.887936014,       1.512377498
          0,           0,        1421,      -6.877444144,      -4.560589303,       -5.65396349,      -2.642972188,      -4.888187315,       1.512123087
          0,           0,        1422,      -6.877629904,      -4.560773723,      -5.654080654,      -2.643254262,      -4.888438764,       1.511868182
          0,           0,        1423,      -6.877815667,      -4.560958007,      -5.654197997,      -2.643536096,      -4.888690368,       1.511613035
          0,           0,        1424,      -6.878001405,      -4.561142179,      -5.654315383,      -2.643818859,      -4.888942155,       1.511357729
          0,           0,        1425,      -6.878187175,      -4.561326216,      -5.654432809,      -2.644100019,      -4.889194177,       1.511102212
          0,           0,        1426,      -6.878372944,       -4.56151011,      -5.654550165,      -2.644380178,      -4.889446332,       1.510846684
          0,           0,        1427,      -6.878558637,      -4.561693876,      -5.654667442,      -2.644661654,      -4.889698633,       1.510591457
          0,           0,        1428,      -6.878744269,      -4.561877516,      -5.654784783,      -2.644944128,      -4.889951081,       1.510336611
          0,           0,        1429,      -6.878929886,      -4.562061025,      -5.654902245,      -2.645226434,       -4.89020367,        1.51008215
          0,           0,        1430,      -6.879115505,      -4.562244396,      -5.655019732,      -2.645508173,      -4.890456398,       1.509828103
          0,           0,        1431,      -6.879301107,      -4.562427625,      -5.655137218,      -2.645789376,      -4.890709273,       1.509574555
          0,           0,        1432,      -6.879486648,      -4.562610715,      -5.655254671,      -2.646070459,      -4.890962291,       1.509321626
          0,           0,        1433,      -6.879672099,      -4.562793673,        -5.6553721,      -2.646351881,       -4.89121546,       1.509069189
          0,           0,        1434,      -6.879857486,      -4.562976504,      -5.655489505,      -2.646633941,      -4.891468746,       1.508816889
          0,           0,        1435,       -6.88004285,      -4.563159192,      -5.655607017,      -2.646913946,      -4.891722158,       1.508564487
          0,           0,        1436,      -6.880228145,      -4.563341749,      -5.655724401,      -2.647194226,      -4.891975713,       1.508312243
          0,           0,        1437,      -6.880413364,      -4.563524164,      -5.655841567,      -2.647474831,      -4.892229409,       1.508060431
          0,           0,        1438,      -6.880598505,      -4.563706448,      -5.655958595,      -2.647755706,      -4.892483257,       1.507808945
          0,           0,        1439,      -6.880783571,      -4.563888588,      -5.656075576,      -2.648035914,      -4.892737238,       1.507557394
          0,           0,        1440,      -6.880968559,      -4.564070569,      -5.656192491,      -2.648312748,      -4.892991332,       1.507305334
          0,           0,        1441,      -6.881153363,      -4.564252436,      -5.656309255,      -2.648592561,      -4.893245574,       1.507052848
          0,           0,        1442,      -6.881338068,      -4.564434195,      -5.656425943,       -2.64887435,      -4.893499967,       1.506800447
          0,           0,        1443,      -6.881522805,      -4.564615807,       -5.65654259,       -2.64915574,      -4.893754501,       1.506548314
          0,           0,        1444,      -6.881707541,      -4.564797269,      -5.656659526,      -2.649434635,      -4.894009163,       1.506296147
          0,           0,        1445,      -6.881892173,      -4.564978596,      -5.656776451,      -2.649714704,      -4.894263977,       1.506043603
          0,           0,        1446,       -6.88207661,      -4.565159792,      -5.656893342,      -2.649995244,      -4.894518942,       1.505790923
          0,           0,        1447,      -6.882260945,      -4.565340859,      -5.657009741,      -2.650274875,      -4.894774034,        1.50553844
          0,           0,        1448,      -6.882445241,      -4.565521795,      -5.657125855,      -2.650554577,      -4.895029268,        1.50528633
          0,           0,        1449,      -6.882629513,      -4.565702615,      -5.657242165,      -2.650834753,      -4.895284652,       1.505034688
          0,           0,        1450,      -6.882813781,      -4.565883316,      -5.657358648,      -2.651115068,      -4.895540184,       1.504783209
          0,           0,        1451,      -6.882998055,      -4.566063912,      -5.657474981,      -2.651394459,      -4.895795865,       1.504531712
          0,           0,        1452,      -6.883182343,      -4.566244379,      -5.657591426,      -2.651673538,      -4.896051688,       1.504280188
          0,           0,        1453,      -6.883366597,      -4.566424704,       -5.65770796,      -2.651952028,      -4.896307665,       1.504028601
          0,           0,        1454,      -6.883550749,      -4.566604914,      -5.657824582,      -2.652231642,      -4.896563792,        1.50377681
          0,           0,        1455,      -6.883734808,      -4.566785004,      -5.657941125,      -2.652511437,      -4.896820068,       1.503524859
          0,           0,        1456,      -6.883918835,      -4.566964963,      -5.658057661,      -2.652790775,      -4.897076485,       1.503272973
          0,           0,        1457,      -6.884102823,      -4.567144815,      -5.658174229,      -2.653070844,      -4.897333051,       1.503021117
          0,           0,        1458,      -6.884286797,      -4.567324558,      -5.658290942,      -2.653351553,      -4.897589766,       1.502769099
          0,           0,        1459,      -6.884470774,      -4.567504185,      -5.658407997,      -2.653631856,      -4.897846612,       1.502516843
          0,           0,        1460,      -6.884654748,      -4.567683715,      -5.658525102,      -2.653913836,      -4.898103547,       1.502264114
          0,           0,        1461,      -6.884838783,      -4.567863156,      -5.658642112,       -2.65419703,      -4.898360565,       1.502010653
          0,           0,        1462,       -6.88502297,      -4.568042499,      -5.658758926,       -2.65447964,      -4.898617668,       1.501756663
          0,           0,        1463,      -6.885207314,       -4.56822174,      -5.658875683,       -2.65476108,      -4.898874854,       1.501502714
          0,           0,        1464,      -6.885391773,      -4.568400854,      -5.658991546,      -2.655040258,      -4.899132159,       1.501249296
          0,           0,        1465,      -6.885576234,      -4.568579798,      -5.659107112,      -2.655316796,      -4.899389547,        1.50099639
          0,           0,        1466,      -6.885760545,      -4.568758549,      -5.659223165,      -2.655591761,      -4.899647028,       1.500743711
          0,           0,        1467,      -6.885944629,       -4.56893714,      -5.659339545,      -2.655868907,      -4.899904626,       1.500491414
          0,           0,        1468,      -6.886128567,      -4.569115661,      -5.659456097,      -2.656147884,      -4.900162343,        1.50023954
          0,           0,        1469,      -6.886312484,      -4.569294085,      -5.659572722,      -2.656426609,      -4.900420182,       1.499987884
          0,           0,        1470,      -6.886496373,      -4.569472402,      -5.659689458,      -2.656705773,      -4.900678119,       1.499736294
          0,           0,        1471,      -6.886680171,      -4.569650613,      -5.659806306,      -2.656984257,      -4.900936176,       1.499484679
          0,           0,        1472,      -6.886863867,      -4.569828705,      -5.659923063,      -2.657261913,      -4.901194357,       1.499233397
          0,           0,        1473,      -6.887047464,       -4.57000668,      -5.660039845,      -2.657539424,       -4.90145266,       1.498982683
          0,           0,        1474,      -6.887230964,      -4.570184523,      -5.660156711,      -2.657816971,      -4.901711083,       1.498732424
          0,           0,        1475,      -6.887414342,      -4.570362243,      -5.660273818,      -2.658094117,       -4.90196962,       1.498482462
          0,           0,        1476,      -6.887597597,      -4.570539838,      -5.660390784,      -2.658370807,      -4.902228281,       1.498232773
          0,           0,        1477,      -6.887780751,      -4.570717319,      -5.660507498,      -2.658647707,      -4.902487064,       1.497983274
          0,           0,        1478,      -6.887963824,      -4.570894679,      -5.660624091,      -2.658926022,       -4.90274597,       1.497733861
          0,           0,        1479,      -6.888146812,      -4.571071932,      -5.660740711,      -2.659205226,      -4.903004985,       1.497484363
          0,           0,        1480,      -6.888329742,      -4.571249077,      -5.660857441,      -2.659484877,      -4.903264105,        1.49723454
          0,           0,        1481,      -6.888512644,      -4.571426094,      -5.660974213,      -2.659763129,      -4.903523345,       1.496984454
          0,           0,        1482,      -6.888695489,      -4.571602994,      -5.661090927,      -2.660040989,      -4.903782702,       1.496734279
          0,           0,        1483,       -6.88887825,      -4.571779773,      -5.661207794,      -2.660318432,      -4.904042177,       1.496484012
          0,           0,        1484,      -6.889060916,      -4.571956446,      -5.661324806,      -2.660596862,       -4.90430177,       1.496233547
          0,           0,        1485,      -6.889243562,      -4.572132984,       -5.66144173,      -2.660875989,      -4.904561475,       1.495982622
          0,           0,        1486,      -6.889426228,      -4.572309404,      -5.661559211,       -2.66115246,      -4.904821295,       1.495731139
          0,           0,        1487,       -6.88960884,      -4.572485712,      -5.661676112,      -2.661428482,      -4.905081232,       1.495479293
          0,           0,        1488,      -6.889791352,      -4.572661883,      -5.661792705,      -2.661703864,      -4.905341286,       1.495227378
          0,           0,        1489,      -6.889973712,      -4.572837934,      -5.661909348,      -2.661979918,      -4.905601461,       1.494975751
          0,           0,        1490,      -6.890155925,      -4.573013862,      -5.662026082,      -2.662256722,      -4.905861746,       1.494724458
          0,           0,        1491,      -6.890338042,      -4.573189653,      -5.662142937,      -2.662532918,      -4.906122127,       1.494473128
          0,           0,        1492,      -6.890520044,      -4.573365322,      -5.662259904,      -2.662808412,      -4.906382629,       1.494221646
          0,           0,        1493,      -6.890701936,      -4.573540873,      -5.662376689,      -2.663084065,      -4.906643245,       1.493970467
          0,           0,        1494,      -6.890883755,      -4.573716308,      -5.662493421,      -2.663359677,      -4.906903981,       1.493719906
          0,           0,        1495,      -6.891065534,      -4.573891634,      -5.662610194,      -2.663635805,      -4.907164819,       1.493469907
          0,           0,        1496,      -6.891247287,      -4.574066853,      -5.662727111,      -2.663913173,      -4.907425741,       1.493219998
          0,           0,        1497,      -6.891429039,      -4.574241958,      -5.662844208,      -2.664189209,       -4.90768677,       1.492969985
          0,           0,        1498,      -6.891610767,       -4.57441694,      -5.662961094,      -2.664463933,      -4.907947914,       1.492720327
          0,           0,        1499,      -6.891792414,      -4.574591809,       -5.66307786,      -2.664738547,       -4.90820917,       1.492471273
          0,           0,        1500,      -6.891973961,      -4.574766585,      -5.663194653,      -2.665015513,      -4.908470511,       1.492222411
          0,           0,        1501,      -6.892155485,      -4.574941238,      -5.663311811,      -2.665290882,      -4.908731965,       1.491973265
          0,           0,        1502,       -6.89233699,      -4.575115754,      -5.663428636,      -2.665564276,      -4.908993532,       1.491724025
          0,           0,        1503,      -6.892518363,      -4.575290158,      -5.663545321,      -2.665838622,      -4.909255191,       1.491474752
          0,           0,        1504,      -6.892699617,      -4.575464424,      -5.663662103,      -2.666114052,      -4.909516951,        1.49122517
          0,           0,        1505,      -6.892880769,      -4.575638562,      -5.663778971,      -2.666389158,      -4.909778822,       1.490975211
          0,           0,        1506,       -6.89306182,      -4.575812575,      -5.663895828,      -2.666662784,      -4.910040804,       1.490725011
          0,           0,        1507,      -6.893242748,      -4.575986474,        -5.6640128,      -2.666936261,      -4.910302895,       1.490474936
          0,           0,        1508,      -6.893423564,      -4.576160302,      -5.664129845,       -2.66721232,      -4.910565031,       1.490225276
          0,           0,        1509,      -6.893604424,      -4.576334055,      -5.664247009,      -2.667488868,      -4.910827195,       1.489975688
          0,           0,        1510,      -6.893785443,      -4.576507724,      -5.664364086,      -2.667763885,      -4.911089386,       1.489725677
          0,           0,        1511,       -6.89396659,      -4.576681306,      -5.664480976,       -2.66803687,      -4.911351646,       1.489475202
          0,           0,        1512,      -6.894147752,      -4.576854783,      -5.664597271,       -2.66830961,       -4.91161397,       1.489224734
          0,           0,        1513,      -6.894328842,      -4.577028142,      -5.664713398,      -2.668583094,      -4.911876351,       1.488974548
          0,           0,        1514,      -6.894509834,      -4.577201363,       -5.66482988,      -2.668855891,      -4.912138807,       1.488724611
          0,           0,        1515,      -6.894690695,      -4.577374432,      -5.664946466,      -2.669126417,      -4.912401339,       1.488474828
          0,           0,        1516,      -6.894871383,      -4.577547357,       -5.66506334,        -2.6693987,      -4.912663951,       1.488224949
          0,           0,        1517,      -6.895051886,       -4.57772016,      -5.665180454,      -2.669672301,       -4.91292664,       1.487974876
          0,           0,        1518,      -6.895232257,      -4.577892847,      -5.665297587,      -2.669945722,      -4.913189404,       1.487724806
          0,           0,        1519,      -6.895412544,      -4.578065414,      -5.665414739,      -2.670218139,      -4.913452247,       1.487474887
          0,           0,        1520,      -6.895592741,      -4.578237857,      -5.665531914,      -2.670489678,      -4.913715164,       1.487225144
          0,           0,        1521,      -6.895772824,      -4.578410196,      -5.665649163,      -2.670761645,       -4.91397813,       1.486975458
          0,           0,        1522,      -6.895952809,      -4.578582407,      -5.665766445,      -2.671032465,      -4.914241172,       1.486725811
          0,           0,        1523,      -6.896132671,      -4.578754491,      -5.665883683,      -2.671304354,      -4.914504271,       1.486476228
          0,           0,        1524,      -6.896312398,       -4.57892646,      -5.666000985,      -2.671576008,      -4.914767443,       1.486226788
          0,           0,        1525,      -6.896491996,      -4.579098319,      -5.666118275,       -2.67184759,      -4.915030683,       1.485977875
          0,           0,        1526,      -6.896671493,      -4.579270041,      -5.666235566,      -2.672117154,       -4.91529396,       1.485729313
          0,           0,        1527,      -6.896850835,      -4.579441627,      -5.666352874,       -2.67238597,      -4.915557303,       1.485480733
          0,           0,        1528,      -6.897029983,      -4.579613115,      -5.666470376,      -2.672656529,       -4.91582072,       1.485232485
          0,           0,        1529,      -6.897209003,      -4.579784538,      -5.666587802,      -2.672929197,      -4.916084208,       1.484984517
          0,           0,        1530,      -6.897388097,      -4.579955899,      -5.666705042,      -2.673201563,      -4.916347765,       1.484736369
          0,           0,        1531,      -6.897567329,      -4.580127156,      -5.666822268,      -2.673472468,      -4.916611395,       1.484487825
          0,           0,        1532,      -6.897746562,        -4.5802983,      -5.666939731,      -2.673743233,      -4.916875073,       1.484238814
          0,           0,        1533,      -6.897925739,      -4.580469318,      -5.667057443,      -2.674012861,      -4.917138814,       1.483989274
          0,           0,        1534,      -6.898104811,      -4.580640237,       -5.66717518,      -2.674283677,      -4.917402627,       1.483739334
          0,           0,        1535,      -6.898283826,      -4.580811068,      -5.667292863,      -2.674555408,      -4.917666504,       1.483489068
          0,           0,        1536,      -6.898462866,      -4.580981786,      -5.667410535,      -2.674826479,      -4.917930452,        1.48323863
          0,           0,        1537,      -6.898641914,      -4.581152374,       -5.66752832,       -2.67509617,      -4.918194464,       1.482988204
          0,           0,        1538,      -6.898820874,      -4.581322831,      -5.667646238,      -2.675365111,      -4.918458546,       1.482737864
          0,           0,        1539,      -6.898999672,      -4.581493158,      -5.667764192,      -2.675634018,      -4.918722691,       1.482487671
          0,           0,        1540,      -6.899178304,      -4.581663344,      -5.667882185,      -2.675902374,      -4.918986906,       1.482237661
          0,           0,        1541,      -6.899356762,      -4.581833408,      -5.668000249,      -2.676170973,       -4.91925118,       1.481987839
          0,           0,        1542,      -6.899535079,      -4.582003358,      -5.668118364,      -2.676440176,      -4.919515517,       1.481738224
          0,           0,        1543,      -6.899713317,      -4.582173211,      -5.668236512,       -2.67671029,      -4.919779913,       1.481488883
          0,           0,        1544,      -6.899891546,      -4.582342934,      -5.668354643,      -2.676979506,      -4.920044355,       1.481239801
          0,           0,        1545,      -6.900069738,      -4.582512534,      -5.668472898,      -2.677247262,      -4.920308856,       1.480990933
          0,           0,        1546,      -6.900247809,      -4.582682009,      -5.668591131,      -2.677515074,      -4.920573423,       1.480742385
          0,           0,        1547,      -6.900425729,      -4.582851373,      -5.668709357,      -2.677783558,      -4.920838049,       1.480494203
          0,           0,        1548,       -6.90060355,      -4.583020623,      -5.668827576,      -2.678052073,      -4.921102737,       1.480246332
          0,           0,        1549,      -6.900781307,      -4.583189776,      -5.668945798,      -2.678321254,      -4.921367467,       1.479998624
          0,           0,        1550,       -6.90095903,      -4.583358827,      -5.669064097,      -2.678590389,      -4.921632229,       1.479750817
          0,           0,        1551,      -6.901136766,      -4.583527768,      -5.669182325,      -2.678858077,      -4.921897046,        1.47950291
          0,           0,        1552,      -6.901314456,      -4.583696613,      -5.669300466,      -2.679125874,      -4.922161922,       1.479255252
          0,           0,        1553,      -6.901492079,      -4.583865328,      -5.669418613,      -2.679392018,      -4.922426825,       1.479007812
          0,           0,        1554,      -6.901669578,      -4.584033909,      -5.669536839,      -2.679654505,      -4.922691652,       1.478759925
          0,           0,        1555,      -6.901846843,       -4.58420235,      -5.669654787,      -2.679916583,      -4.922956452,       1.478511273
          0,           0,        1556,      -6.902023841,      -4.584370648,      -5.669772368,      -2.680180545,      -4.923221245,        1.47826232
          0,           0,        1557,      -6.902200653,      -4.584538825,      -5.669890043,      -2.680446675,      -4.923486056,        1.47801354
          0,           0,        1558,       -6.90237737,      -4.584706888,      -5.670007883,      -2.680712825,      -4.923750882,        1.47776524
          0,           0,        1559,      -6.902554061,      -4.584874831,      -5.670125894,      -2.680977882,      -4.924015725,        1.47751719
          0,           0,        1560,      -6.902730742,      -4.585042713,      -5.670244083,      -2.681246823,      -4.924280576,       1.477268811
          0,           0,        1561,      -6.902907411,      -4.585210467,      -5.670360421,      -2.681512992,      -4.924545453,       1.477019444
          0,           0,        1562,      -6.903084018,      -4.585378098,      -5.670477766,      -2.681778377,      -4.924810342,       1.476769041
          0,           0,        1563,      -6.903260559,      -4.585545604,      -5.670596237,      -2.682043867,      -4.925075256,       1.476518216
          0,           0,        1564,      -6.903437032,      -4.585712976,      -5.670715249,      -2.682308796,      -4.925340194,       1.476267225
          0,           0,        1565,      -6.903613394,      -4.585880233,      -5.670834417,      -2.682574154,      -4.925605149,       1.476016259
          0,           0,        1566,      -6.903789666,      -4.586047372,      -5.670953624,      -2.682839794,      -4.925870122,       1.475765476
          0,           0,        1567,      -6.903965884,      -4.586214387,      -5.671073288,      -2.683104166,      -4.926135119,       1.475514956
          0,           0,        1568,      -6.904142039,      -4.586381253,      -5.671192932,      -2.683364409,      -4.926400138,       1.475264586
          0,           0,        1569,      -6.904318118,      -4.586548031,      -5.671313063,      -2.683629066,      -4.926665152,       1.475013901
          0,           0,        1570,      -6.904494161,      -4.586714656,      -5.671433171,      -2.683895267,      -4.926930184,       1.474762759
          0,           0,        1571,      -6.904670079,      -4.586881174,      -5.671555007,      -2.684159571,      -4.927195221,       1.474511405
          0,           0,        1572,      -6.904845847,      -4.587047591,      -5.671675896,      -2.684424634,      -4.927460269,       1.474259801
          0,           0,        1573,      -6.905021596,      -4.587213877,      -5.671795973,      -2.684688124,      -4.927725337,       1.474008335
          0,           0,        1574,      -6.905197314,      -4.587380054,      -5.671915756,       -2.68495283,       -4.92799042,       1.473757181
          0,           0,        1575,      -6.905372991,      -4.587546129,      -5.672036742,      -2.685217815,      -4.928255496,        1.47350613
          0,           0,        1576,      -6.905548555,      -4.587712093,      -5.672159328,      -2.685482781,      -4.928520585,       1.473255136
          0,           0,        1577,      -6.905724019,      -4.587877947,      -5.672281465,      -2.685747419,      -4.928785686,       1.473004418
          0,           0,        1578,      -6.905899433,      -4.588043683,      -5.672402941,      -2.686011535,      -4.929050799,       1.472753898
          0,           0,        1579,      -6.906074802,      -4.588209314,      -5.672523817,      -2.686273127,      -4.929315922,       1.472503311
          0,           0,        1580,       -6.90625013,      -4.588374864,      -5.672644674,      -2.686537528,      -4.929581044,       1.472252114
          0,           0,        1581,      -6.906425494,       -4.58854032,      -5.672765875,      -2.686803503,      -4.929846156,       1.471999979
          0,           0,        1582,      -6.906600929,      -4.588705657,      -5.672887663,      -2.687069377,       -4.93011127,       1.471747398
          0,           0,        1583,      -6.906776331,      -4.588870885,      -5.673009902,      -2.687335115,      -4.930376393,       1.471494896
          0,           0,        1584,      -6.906951659,       -4.58903601,      -5.673132122,      -2.687598215,      -4.930641521,       1.471242466
          0,           0,        1585,      -6.907126909,      -4.589201059,      -5.673254433,      -2.687861398,       -4.93090666,       1.470989845
          0,           0,        1586,      -6.907302164,      -4.589366014,      -5.673376435,      -2.688124214,      -4.931171807,       1.470736759
          0,           0,        1587,       -6.90747742,      -4.589530871,      -5.673498329,      -2.688388126,      -4.931436956,       1.470483147
          0,           0,        1588,      -6.907652624,      -4.589695629,      -5.673621516,      -2.688652917,      -4.931702107,       1.470229312
          0,           0,        1589,      -6.907827753,      -4.589860307,        -5.6737457,       -2.68891827,      -4.931967269,       1.469975522
          0,           0,        1590,      -6.908002872,      -4.590024889,       -5.67387005,      -2.689182646,      -4.932232439,        1.46972186
          0,           0,        1591,      -6.908177975,      -4.590189394,       -5.67399425,      -2.689447052,      -4.932497593,       1.469468319
          0,           0,        1592,      -6.908353072,      -4.590353801,       -5.67411908,      -2.689713992,      -4.932762746,       1.469214637
          0,           0,        1593,      -6.908528164,      -4.590518095,      -5.674242721,      -2.689977996,      -4.933027902,       1.468960635
          0,           0,        1594,      -6.908703255,      -4.590682253,      -5.674366233,      -2.690239771,      -4.933293046,       1.468706363
          0,           0,        1595,      -6.908878233,      -4.590846278,      -5.674490808,      -2.690501275,      -4.933558182,       1.468452318
          0,           0,        1596,       -6.90905304,      -4.591010194,      -5.674616134,      -2.690764938,      -4.933823313,       1.468198449
